timestamp_s,robot0_x_in,robot0_y_in,robot0_heading_rad,robot0_visible,robot1_x_in,robot1_y_in,robot1_heading_rad,robot1_visible,robot2_x_in,robot2_y_in,robot2_heading_rad,robot2_visible,robot3_x_in,robot3_y_in,robot3_heading_rad,robot3_visible
0.5333,17.73,9.55,0.0000,1,58.49,121.38,0.0000,1,88.06,132.13,0.0000,1,128.75,12.72,2.6097,1
0.5667,17.50,9.33,0.0000,1,58.53,121.41,0.0000,1,88.06,132.12,0.0000,1,128.91,12.74,2.6097,1
0.6000,17.50,9.33,0.0000,1,58.53,121.41,0.0000,1,88.06,132.12,0.0000,1,128.91,12.74,2.6097,1
0.6333,17.50,9.33,0.0000,1,58.51,121.44,0.0000,1,88.07,132.12,0.0000,1,128.91,12.74,2.6097,1
0.6667,17.50,9.33,0.0000,1,58.51,121.45,0.0000,1,88.07,132.12,0.0000,1,128.86,12.80,2.6097,1
0.7000,17.50,9.33,0.0000,1,58.60,121.38,0.0000,1,88.07,132.12,0.0000,1,128.91,12.78,2.6097,1
0.7333,17.50,9.33,0.0000,1,58.59,121.37,0.0000,1,88.06,132.12,0.0000,1,128.91,12.74,2.6097,1
0.7667,17.73,9.55,0.0000,1,58.49,121.30,0.0000,1,88.07,132.13,0.0000,1,128.91,12.74,2.6097,1
0.8000,17.80,9.51,0.0000,1,58.48,121.30,0.0000,1,88.07,132.13,0.0000,1,128.68,12.69,2.6097,1
0.8333,17.73,9.55,0.0000,1,58.48,121.30,0.0000,1,88.07,132.13,0.0000,1,128.75,12.72,2.6097,1
0.8667,17.50,9.33,0.0000,1,58.53,121.31,0.0000,1,88.05,132.13,0.0000,1,128.91,12.74,2.6097,1
0.9000,17.53,9.33,0.0000,1,58.60,121.38,0.0000,1,88.06,132.13,0.0000,1,128.91,12.74,2.6097,1
0.9333,17.53,9.33,0.0000,1,58.57,121.50,0.0000,1,88.07,132.13,0.0000,1,128.86,12.80,2.6097,1
0.9667,17.53,9.33,0.0000,1,58.64,121.47,0.0000,1,88.07,132.13,0.0000,1,128.86,12.80,2.6097,1
1.0000,17.53,9.33,0.0000,1,58.60,121.38,0.0000,1,88.07,132.13,0.0000,1,128.94,12.74,2.6097,1
1.0333,17.47,9.28,0.0000,1,58.60,121.38,0.0000,1,88.05,132.13,0.0000,1,128.91,12.74,2.6097,1
1.0667,17.80,9.51,0.0000,1,58.50,121.30,0.0000,1,88.04,132.16,0.0000,1,128.86,12.75,2.6097,1
1.1000,17.73,9.55,0.0000,1,58.50,121.30,0.0000,1,88.07,132.13,0.0000,1,128.88,12.18,-1.5667,1
1.1333,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.07,132.13,0.0000,1,128.73,12.80,-1.5667,1
1.1667,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.07,132.13,0.0000,1,128.73,12.80,-1.5667,1
1.2000,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.07,132.13,0.0000,1,128.73,12.80,-1.5667,1
1.2333,17.60,9.38,0.0000,1,58.55,121.23,0.0000,1,88.06,132.15,0.0000,1,128.84,12.82,-1.5667,1
1.2667,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.06,132.15,0.0000,1,128.84,12.82,-1.5667,1
1.3000,17.60,9.38,0.0000,1,58.55,121.23,0.0000,1,88.06,132.15,0.0000,1,128.84,12.82,-1.5667,1
1.3333,17.72,9.51,0.0000,1,58.51,121.12,0.0000,1,88.07,132.14,0.0000,1,128.72,12.73,-1.5667,1
1.3667,17.80,9.51,0.0000,1,58.54,120.98,0.0000,1,88.06,132.15,0.0000,1,128.66,12.67,-1.5667,1
1.4000,17.76,9.54,0.0000,1,58.55,121.06,0.0000,1,88.07,132.16,0.0000,1,128.93,12.74,-1.5667,1
1.4333,17.60,9.38,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,-1.5667,1
1.4667,17.60,9.38,0.0000,1,58.55,121.23,0.0000,1,88.06,132.13,0.0000,1,128.92,12.76,-1.5667,1
1.5000,17.60,9.38,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.86,12.26,-1.6051,1
1.5333,17.60,9.38,0.0000,1,58.55,121.24,0.0000,1,88.05,132.15,0.0000,1,128.81,12.82,-1.6051,1
1.5667,17.60,9.38,0.0000,1,58.53,121.46,0.0000,1,88.05,132.15,0.0000,1,128.81,12.82,-1.6051,1
1.6000,17.72,9.51,0.0000,1,58.60,121.38,0.0000,1,88.05,132.13,0.0000,1,128.94,12.20,-1.3658,1
1.6333,17.68,9.51,0.0000,1,58.49,121.30,0.0000,1,88.07,132.13,0.0000,1,128.95,12.18,-1.3658,1
1.6667,17.80,9.51,0.0000,1,58.50,121.30,0.0000,1,88.04,132.16,0.0000,1,128.79,12.13,-1.3658,1
1.7000,17.80,9.51,0.0000,1,58.50,121.30,0.0000,1,88.04,132.16,0.0000,1,128.79,12.13,-1.3658,1
1.7333,17.47,9.28,0.0000,1,58.53,121.31,0.0000,1,88.05,132.13,0.0000,1,128.98,12.19,-1.3658,1
1.7667,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.95,12.18,-1.3658,1
1.8000,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
1.8333,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
1.8667,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.06,132.13,0.0000,1,128.84,12.82,1.7181,1
1.9000,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.92,12.76,1.7181,1
1.9333,17.80,9.51,0.0000,1,58.50,121.30,0.0000,1,88.07,132.13,0.0000,1,128.78,12.71,1.7181,1
1.9667,17.80,9.51,0.0000,1,58.51,121.31,0.0000,1,88.07,132.13,0.0000,1,128.69,12.72,1.7181,1
2.0000,17.76,9.54,0.0000,1,58.49,121.30,0.0000,1,88.07,132.13,0.0000,1,128.81,12.74,1.7181,1
2.0333,17.47,9.28,0.0000,1,58.60,121.38,0.0000,1,88.05,132.13,0.0000,1,128.81,12.74,1.7181,1
2.0667,17.53,9.33,0.0000,1,58.62,121.28,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.1000,17.53,9.33,0.0000,1,58.61,121.28,0.0000,1,88.07,132.13,0.0000,1,128.84,12.82,1.7181,1
2.1333,17.44,9.29,0.0000,1,58.49,121.29,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.1667,17.80,9.51,0.0000,1,58.49,121.29,0.0000,1,88.07,132.13,0.0000,1,128.71,12.73,1.7181,1
2.2000,17.80,9.51,0.0000,1,58.49,121.29,0.0000,1,88.07,132.13,0.0000,1,128.71,12.73,1.7181,1
2.2333,17.80,9.51,0.0000,1,58.49,121.29,0.0000,1,88.07,132.13,0.0000,1,128.71,12.73,1.7181,1
2.2667,17.80,9.51,0.0000,1,58.49,121.29,0.0000,1,88.07,132.13,0.0000,1,128.63,12.74,1.7181,1
2.3000,17.80,9.51,0.0000,1,58.48,121.29,0.0000,1,88.07,132.13,0.0000,1,128.63,12.74,1.7181,1
2.3333,17.47,9.28,0.0000,1,58.60,121.38,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.3667,17.53,9.33,0.0000,1,58.58,121.24,0.0000,1,88.05,132.15,0.0000,1,128.81,12.82,1.7181,1
2.4000,17.53,9.33,0.0000,1,58.58,121.24,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.4333,17.53,9.33,0.0000,1,58.58,121.24,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.4667,17.47,9.28,0.0000,1,58.60,121.38,0.0000,1,88.05,132.13,0.0000,1,128.70,12.81,1.7181,1
2.5000,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.5333,17.73,9.55,0.0000,1,58.50,121.30,0.0000,1,88.07,132.13,0.0000,1,128.73,12.72,1.7181,1
2.5667,17.80,9.51,0.0000,1,58.50,121.30,0.0000,1,88.07,132.13,0.0000,1,128.73,12.72,1.7181,1
2.6000,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.6333,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.6667,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.7000,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.7333,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.7667,17.47,9.28,0.0000,1,58.59,121.37,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.8000,17.80,9.51,0.0000,1,58.53,121.31,0.0000,1,88.07,132.13,0.0000,1,128.73,12.72,1.7181,1
2.8333,17.80,9.51,0.0000,1,58.53,121.31,0.0000,1,88.07,132.13,0.0000,1,128.73,12.72,1.7181,1
2.8667,17.80,9.51,0.0000,1,58.53,121.31,0.0000,1,88.07,132.13,0.0000,1,128.73,12.72,1.7181,1
2.9000,17.47,9.28,0.0000,1,58.53,121.31,0.0000,1,88.05,132.13,0.0000,1,128.78,12.75,1.7181,1
2.9333,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
2.9667,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
3.0000,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
3.0333,17.53,9.33,0.0000,1,58.55,121.23,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.7181,1
3.0667,17.86,9.50,0.0000,1,58.55,121.07,0.0000,1,88.06,132.15,0.0000,1,128.66,12.11,-1.8056,1
3.1000,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.66,12.11,-1.8056,1
3.1333,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.1667,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.2000,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.2333,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.2667,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.3000,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.3333,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3319,1
3.3667,17.76,9.54,0.0000,1,58.60,121.19,0.0000,1,88.07,132.16,0.0000,1,128.89,12.77,1.3319,1
3.4000,17.86,9.50,0.0000,1,58.54,121.07,0.0000,1,88.06,132.15,0.0000,1,128.69,12.16,-1.8522,1
3.4333,17.80,9.51,0.0000,1,58.52,121.00,0.0000,1,88.06,132.15,0.0000,1,128.71,12.16,-1.8522,1
3.4667,17.86,9.50,0.0000,1,58.55,121.07,0.0000,1,88.07,132.16,0.0000,1,128.66,12.11,-1.8522,1
3.5000,17.53,9.33,0.0000,1,58.60,121.20,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3519,1
3.5333,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3519,1
3.5667,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3519,1
3.6000,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.84,12.82,1.3519,1
3.6333,17.50,9.25,0.0000,1,58.63,121.15,0.0000,1,88.07,132.16,0.0000,1,128.86,12.76,1.3519,1
3.6667,17.80,9.51,0.0000,1,58.54,121.06,0.0000,1,88.07,132.16,0.0000,1,128.66,12.11,-1.8331,1
3.7000,17.80,9.51,0.0000,1,58.54,121.06,0.0000,1,88.07,132.16,0.0000,1,128.66,12.11,-1.8331,1
3.7333,17.76,9.54,0.0000,1,58.58,121.07,0.0000,1,88.06,132.15,0.0000,1,128.78,12.75,1.4110,1
3.7667,17.47,9.28,0.0000,1,58.63,121.15,0.0000,1,88.07,132.16,0.0000,1,128.78,12.75,1.4110,1
3.8000,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.73,12.80,1.4110,1
3.8333,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.70,12.81,1.4110,1
3.8667,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.73,12.80,1.4110,1
3.9000,17.53,9.33,0.0000,1,58.65,121.22,0.0000,1,88.05,132.15,0.0000,1,128.73,12.80,1.4110,1
3.9333,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.69,12.16,-1.6334,1
3.9667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.82,12.21,-1.6334,1
4.0000,17.80,9.51,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.80,12.19,-1.6334,1
4.0333,17.80,9.51,0.0000,1,58.61,121.14,0.0000,1,88.06,132.15,0.0000,1,128.80,12.19,-1.6334,1
4.0667,17.80,9.51,0.0000,1,58.61,121.14,0.0000,1,88.06,132.15,0.0000,1,128.80,12.19,-1.6334,1
4.1000,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.24,-1.6334,1
4.1333,17.53,9.33,0.0000,1,58.65,121.17,0.0000,1,88.05,132.15,0.0000,1,128.82,12.21,-1.6334,1
4.1667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.85,12.20,-1.6334,1
4.2000,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.85,12.20,-1.6334,1
4.2333,17.76,9.54,0.0000,1,58.52,121.05,0.0000,1,88.06,132.15,0.0000,1,128.71,12.16,-1.6334,1
4.2667,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.85,12.20,-1.6334,1
4.3000,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.71,12.16,-1.6334,1
4.3333,17.86,9.50,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.86,12.76,1.4051,1
4.3667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.83,12.77,1.4051,1
4.4000,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.83,12.77,1.4051,1
4.4333,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,1.4051,1
4.4667,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,1.4051,1
4.5000,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,1.4051,1
4.5333,17.47,9.28,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.83,12.77,1.4051,1
4.5667,17.58,9.24,0.0000,1,58.52,121.05,0.0000,1,88.06,132.15,0.0000,1,128.63,12.71,1.4051,1
4.6000,17.86,9.50,0.0000,1,58.52,121.05,0.0000,1,88.06,132.15,0.0000,1,128.78,12.75,1.4051,1
4.6333,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.71,12.16,-1.6385,1
4.6667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.83,12.77,-1.6385,1
4.7000,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,-1.6385,1
4.7333,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,-1.6385,1
4.7667,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,-1.6385,1
4.8000,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.79,12.85,-1.6385,1
4.8333,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.78,12.75,-1.6385,1
4.8667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.78,12.75,-1.6385,1
4.9000,17.86,9.50,0.0000,1,58.54,121.06,0.0000,1,88.06,132.15,0.0000,1,128.71,12.16,-1.6896,1
4.9333,17.76,9.54,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.76,12.76,-1.6896,1
4.9667,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.76,12.76,-1.6896,1
5.0000,17.47,9.28,0.0000,1,58.62,121.15,0.0000,1,88.06,132.15,0.0000,1,128.76,12.76,-1.6896,1
5.0333,17.53,9.33,0.0000,1,58.62,121.20,0.0000,1,88.05,132.15,0.0000,1,128.72,12.84,-1.6896,1
5.0667,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,129.11,12.85,-1.6896,1
5.1000,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,129.15,12.85,-1.6896,1
5.1333,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,129.15,12.85,-1.6896,1
5.1667,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,129.15,12.85,-1.6896,1
5.2000,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.2333,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.2667,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.3000,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.3333,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.3667,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.22,12.85,0.0039,1
5.4000,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.10,12.86,0.0039,1
5.4333,17.62,9.53,0.0000,1,58.53,121.39,0.0000,1,88.15,132.19,0.0000,1,129.39,12.87,3.1256,1
5.4667,17.50,9.33,0.0000,1,58.55,121.39,0.0000,1,88.15,132.21,0.0000,1,129.39,12.87,3.1256,1
5.5000,17.50,9.33,0.0000,1,58.55,121.39,0.0000,1,88.15,132.21,0.0000,1,129.39,12.84,3.1256,1
5.5333,17.50,9.33,0.0000,1,58.54,121.39,0.0000,1,88.15,132.21,0.0000,1,129.39,12.84,3.1256,1
5.5667,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,130.08,12.86,0.0250,1
5.6000,17.53,9.33,0.0000,1,58.69,121.42,0.0000,1,88.15,132.22,0.0000,1,129.45,12.85,0.0250,1
5.6333,17.53,9.33,0.0000,1,58.67,121.41,0.0000,1,88.15,132.22,0.0000,1,129.39,12.87,0.0250,1
5.6667,17.53,9.33,0.0000,1,58.67,121.41,0.0000,1,88.15,132.22,0.0000,1,129.39,12.87,0.0250,1
5.7000,17.40,9.34,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.7333,17.40,9.34,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.7667,17.62,9.53,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.8000,17.62,9.53,0.0000,1,58.60,121.35,0.0000,1,88.15,132.19,0.0000,1,129.51,12.85,0.0250,1
5.8333,17.40,9.34,0.0000,1,58.62,121.39,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.8667,17.50,9.33,0.0000,1,58.67,121.40,0.0000,1,88.15,132.22,0.0000,1,129.45,12.85,0.0250,1
5.9000,17.50,9.33,0.0000,1,58.67,121.40,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.9333,17.50,9.33,0.0000,1,58.67,121.40,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
5.9667,17.53,9.33,0.0000,1,58.67,121.41,0.0000,1,88.15,132.22,0.0000,1,129.51,12.85,0.0250,1
6.0000,17.53,9.33,0.0000,1,58.56,121.40,0.0000,1,88.15,132.22,0.0000,1,129.45,12.85,0.0250,1
6.0333,17.50,9.33,0.0000,1,58.56,121.40,0.0000,1,88.15,132.22,0.0000,1,129.50,12.83,0.0250,1
6.0667,17.50,9.33,0.0000,1,58.54,121.39,0.0000,1,88.15,132.21,0.0000,1,129.34,12.85,0.0250,1
6.1000,17.62,9.53,0.0000,1,58.54,121.42,0.0000,1,88.15,132.22,0.0000,1,129.23,12.80,0.0250,1
6.1333,17.62,9.53,0.0000,1,58.56,121.40,0.0000,1,88.15,132.22,0.0000,1,129.17,12.80,0.0250,1
6.1667,17.59,9.22,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.91,13.00,2.9948,1
6.2000,17.98,9.40,0.0000,1,58.56,121.40,0.0000,1,88.15,132.22,0.0000,1,127.09,13.62,2.6762,1
6.2333,17.98,9.40,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.09,13.62,2.6762,1
6.2667,17.98,9.40,0.0000,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.09,13.62,2.6762,1
6.3000,18.82,9.88,0.5116,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.04,13.70,2.6762,1
6.3333,18.81,9.87,0.5116,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.23,13.71,2.6762,1
6.3667,19.07,9.70,0.5116,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,127.23,13.37,2.6762,1
6.4000,19.41,9.85,0.2128,1,58.61,121.38,0.0000,1,88.15,132.22,0.0000,1,126.58,13.32,-2.8531,1
6.4333,20.84,10.53,0.4107,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,126.39,13.55,2.8466,1
6.4667,20.84,10.53,0.4107,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,126.39,13.55,2.8466,1
6.5000,21.81,10.87,0.3589,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,126.40,13.76,2.8466,1
6.5333,22.90,11.32,0.3796,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,125.16,14.13,2.7835,1
6.5667,25.27,13.10,0.5870,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,124.58,14.34,2.7880,1
6.6000,25.27,13.10,0.5870,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,124.58,14.34,2.7880,1
6.6333,26.39,13.41,0.3984,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,123.58,14.71,2.7871,1
6.6667,27.59,14.01,0.4373,1,58.55,121.42,0.0000,1,88.15,132.22,0.0000,1,122.33,14.93,2.9115,1
6.7000,30.07,15.19,0.4426,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,121.22,15.88,2.6031,1
6.7333,30.07,15.19,0.4426,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,121.22,15.88,2.6031,1
6.7667,31.22,15.51,0.3395,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,120.45,15.68,3.1179,1
6.8000,33.05,16.87,0.5544,1,58.63,121.39,0.0000,1,88.15,132.22,0.0000,1,119.82,16.40,2.5722,1
6.8333,35.33,17.89,0.4696,1,58.64,121.39,0.0000,1,88.15,132.22,0.0000,1,118.87,16.39,2.9277,1
6.8667,35.33,17.89,0.4696,1,58.55,121.40,0.0000,1,88.15,132.22,0.0000,1,118.87,16.39,2.9277,1
6.9000,36.98,18.38,0.3470,1,58.55,121.40,0.0000,1,88.15,132.22,0.0000,1,118.38,17.41,2.1977,1
6.9333,38.14,19.12,0.4655,1,58.55,121.40,0.0000,1,88.15,132.22,0.0000,1,118.30,17.12,2.7108,1
6.9667,40.54,20.14,0.4206,1,58.54,121.39,0.0000,1,88.15,132.22,0.0000,1,116.96,17.97,2.5929,1
